exchange,symbol,portfolio
arb,LHO,INDEXPROP
arb,NG,INDEXPROP
arb,SBMEAL,INDEXPROP
arb,SBOIL,INDEXPROP
arb,SOY,INDEXPROP
arb,WHEAT,INDEXPROP
arb,SXEBANKS,SSITS
arb,DMX,SSITS
arb,SXPTECH,SSITS
arb,DAX,SSITS
arb,TDX,SSITS
arb,SXPMEDIA,SSITS
arb,SXPMEDIA,JCPROP
arb,STXE,SSITS
arb,SXPREAL,SSITS
arb,SXPXXP,SSITS
arb,SXPINDU,SSITS
arb,SXPAUTO,SSITS
arb,ESX,SSITS
arb,RDSA,AMM_DELTA
arb,VOD,AMM_DELTA
arb,FRES,AMM_DELTA
arb,BRUN_AS,AMM_DELTA
arb,HLMA,AMM_DELTA
arb,TMV,AMM_DELTA
arb,ADYEN,AMM_DELTA
arb,FUR,AMM_DELTA
arb,ANTO,AMM_DELTA
arb,ABIB,AMM_DELTA
arb,STJ,AMM_DELTA
arb,TOM2,AMM_DELTA
arb,ZAL,AMM_DELTA
arb,ENR,AMM_DELTA
arb,KPN,AMM_DELTA
arb,LIN,AMM_DELTA
arb,ARCM,AMM_DELTA
arb,HSB,AMM_DELTA
arb,NXT,AMM_DELTA
arb,EXPN,AMM_DELTA
arb,RTO,AMM_DELTA
arb,BDEV,AMM_DELTA
arb,IMP,AMM_DELTA
arb,BLT,AMM_DELTA
arb,SAP,AMM_DELTA
arb,8TRA_GY,AMM_DELTA
arb,NORD,AMM_DELTA
arb,APAM,AMM_DELTA
arb,BAE,AMM_DELTA
arb,BAMNB,AMM_DELTA
arb,HEN3,AMM_DELTA
arb,IMCD_AS,AMM_DELTA
arb,RDS,AMM_DELTA
arb,AMG,AMM_DELTA
arb,SMDS,AMM_DELTA
arb,LVMH,AMM_DELTA
arb,BME_LN,AMM_DELTA
arb,IFX,AMM_DELTA
arb,SSE,AMM_DELTA
arb,AZN,AMM_DELTA
arb,SGRO,AMM_DELTA
arb,ANG,AMM_DELTA
arb,BP,AMM_DELTA
arb,ASBF,AMM_DELTA
arb,LGN,AMM_DELTA
arb,1COV_DE,AMM_DELTA
arb,DPW,AMM_DELTA
arb,AALB,AMM_DELTA
arb,INF_LN,AMM_DELTA
arb,ORDI,AMM_DELTA
arb,ARCAD,AMM_DELTA
arb,SBMO,AMM_DELTA
arb,CRDA,AMM_DELTA
arb,HFG,AMM_DELTA
arb,HNR1,AMM_DELTA
arb,SDF,AMM_DELTA
arb,BMW,AMM_DELTA
arb,AIRP,AMM_DELTA
arb,WTB,AMM_DELTA
arb,DGE,AMM_DELTA
arb,LSE,AMM_DELTA
arb,SHEALTH,AMM_DELTA
arb,TKA,AMM_DELTA
arb,AAR,AMM_DELTA
arb,FME,AMM_DELTA
arb,WEIR,AMM_DELTA
arb,CAPP,AMM_DELTA
arb,EVRLN,AMM_DELTA
arb,CRH,AMM_DELTA
arb,FRESN,AMM_DELTA
arb,VPK,AMM_DELTA
arb,SPSE,AMM_DELTA
arb,HRGV,AMM_DELTA
arb,LHA,AMM_DELTA
arb,PRU,AMM_DELTA
arb,RB,AMM_DELTA
arb,TW,AMM_DELTA
arb,PRX_NA,AMM_DELTA
arb,DAST,AMM_DELTA
arb,SVT,AMM_DELTA
arb,ANG-X,AMM_DELTA
arb,ELF,AMM_DELTA
arb,PSN_LN,AMM_DELTA
arb,AGN,AMM_DELTA
arb,DSFIR,AMM_DELTA
arb,SY1,AMM_DELTA
arb,STM,AMM_DELTA
arb,WKL,AMM_DELTA
arb,ASRNL,AMM_DELTA
arb,HEIJ,AMM_DELTA
arb,REN,AMM_DELTA
arb,CON,AMM_DELTA
arb,PHNX_LN,AMM_DELTA
arb,JD_LN,AMM_DELTA
arb,RHM,AMM_DELTA
arb,AM-R,JCPROP
arb,SZG,AMM_DELTA
arb,PUM,AMM_DELTA
arb,UL,AMM_DELTA
arb,SIE,AMM_DELTA
arb,SGO,AMM_DELTA
arb,CARRE,AMM_DELTA
arb,SLOU,AMM_DELTA
arb,S92_GY,AMM_DELTA
arb,RWE,AMM_DELTA
arb,EI,AMM_DELTA
arb,WEHA,AMM_DELTA
arb,LOREAL,AMM_DELTA
arb,AXAF,AMM_DELTA
arb,VIE,AMM_DELTA
arb,FLTR,AMM_DELTA
arb,ALV,AMM_DELTA
arb,DHER,AMM_DELTA
arb,DAN,AMM_DELTA
arb,BEI,AMM_DELTA
arb,ML,AMM_DELTA
arb,MONDI,AMM_DELTA
arb,UU,AMM_DELTA
arb,INF,AMM_DELTA
arb,SOC-GEN,AMM_DELTA
arb,UN,AMM_DELTA
arb,POLY,AMM_DELTA
arb,BESI,AMM_DELTA
arb,PTNL,AMM_DELTA
arb,EOA,AMM_DELTA
arb,STLA,AMM_DELTA
arb,GXI,AMM_DELTA
arb,AKZ,AMM_DELTA
arb,TUI,AMM_DELTA
arb,SAF,AMM_DELTA
arb,FTE,AMM_DELTA
arb,ALO,AMM_DELTA
arb,JET_LN,AMM_DELTA
arb,TAB,AMM_DELTA
arb,GXO,AMM_DELTA
arb,SGE,AMM_DELTA
arb,CUA,AMM_DELTA
arb,DTE,AMM_DELTA
arb,SN,AMM_DELTA
arb,BLND,AMM_DELTA
arb,BBL,AMM_DELTA
arb,SU,AMM_DELTA
arb,ULVR,AMM_DELTA
arb,TSB-X,AMM_DELTA
arb,CBK,AMM_DELTA
arb,CL,AMM_DELTA
arb,GLPG_BR,AMM_DELTA
arb,MERC,AMM_DELTA
arb,BNZL,AMM_DELTA
arb,ICAG,AMM_DELTA
arb,BKL,AMM_DELTA
arb,RDSB,AMM_DELTA
arb,ICP,AMM_DELTA
arb,AUTO_LN,AMM_DELTA
arb,EVK,AMM_DELTA
arb,NGG,AMM_DELTA
arb,BTG,AMM_DELTA
arb,CCHF,AMM_DELTA
arb,BNP,AMM_DELTA
arb,KGF,AMM_DELTA
arb,PHIL,AMM_DELTA
arb,AH,AMM_DELTA
arb,AIX,AMM_DELTA
arb,DCC,AMM_DELTA
arb,ADJ,AMM_DELTA
arb,BOSS,AMM_DELTA
arb,GVC_LN,AMM_DELTA
arb,ABN,AMM_DELTA
arb,RMV,AMM_DELTA
arb,FRN,AMM_DELTA
arb,VNA,AMM_DELTA
arb,RTZ,AMM_DELTA
arb,SDR,AMM_DELTA
arb,REL,AMM_DELTA
arb,PSON,AMM_DELTA
arb,LS,AMM_DELTA
arb,SMT_LN,AMM_DELTA
arb,ADS,AMM_DELTA
arb,CRAG,AMM_DELTA
arb,SKG,AMM_DELTA
arb,ITV,AMM_DELTA
arb,IH,AMM_DELTA
arb,WPP,AMM_DELTA
arb,DB1,AMM_DELTA
arb,HIK,AMM_DELTA
arb,TSCO,AMM_DELTA
arb,G1A,AMM_DELTA
arb,AVV,AMM_DELTA
arb,SCB,AMM_DELTA
arb,TKWY,AMM_DELTA
arb,PIN-PIRIN,AMM_DELTA
arb,BAY,AMM_DELTA
arb,AVST_LN,AMM_DELTA
arb,SLA,AMM_DELTA
arb,ITRK,AMM_DELTA
arb,CPG,AMM_DELTA
arb,DCX,AMM_DELTA
arb,RNO,AMM_DELTA
arb,ADMRL,AMM_DELTA
arb,ASML,AMM_DELTA
arb,VINCI,AMM_DELTA
arb,DSM,AMM_DELTA
arb,NN_AS,AMM_DELTA
arb,HEI,AMM_DELTA
arb,RSTD,AMM_DELTA
arb,PSN,AMM_DELTA
arb,ASM,AMM_DELTA
arb,EAD,AMM_DELTA
arb,LXS,AMM_DELTA
arb,PSH_LN,AMM_DELTA
arb,VAR1,AMM_DELTA
arb,MUV2,AMM_DELTA
arb,WACK,AMM_DELTA
arb,MNG,AMM_DELTA
arb,OCDO,AMM_DELTA
arb,BRBY,AMM_DELTA
arb,VIVENDI,AMM_DELTA
arb,VOW3,AMM_DELTA
arb,MLRO,AMM_DELTA
arb,RMG,AMM_DELTA
arb,RBS,AMM_DELTA
arb,BAS,AMM_DELTA
arb,RR,AMM_DELTA
arb,DBK,AMM_DELTA
arb,GSZ,AMM_DELTA
arb,ING,AMM_DELTA
arb,HEIG,AMM_DELTA
arb,SMIN,AMM_DELTA
arb,AHT,AMM_DELTA
arb,JMAT,AMM_DELTA
arb,GLEN,AMM_DELTA
arb,FERG,AMM_DELTA
arb,SAN,AMM_DELTA
arb,III,AMM_DELTA
arb,COPPER_US,AMM_METAL
arb,GOLD,AMM_METAL
arb,SILVER,AMM_METAL
arb,CL,AMM_OIL
arb,INDA,BLACK
arb,ARGX_US,BLACK
arb,GMAB_US,BLACK
arb,SPX,BLACK
arb,SMH_US,BLACK
arb,NVO_US,BLACK
arb,KRE_US,BLACK
arb,RACE_US,BLACK
arb,LLY,BLACK
arb,VALE,BLACK
arb,PBR,BLACK
arb,AMC_US,BLACK
arb,STMUS,BLACK
arb,META,BLACK
arb,BUD,BLACK
arb,UL_US,BLACK
arb,INGUS,BLACK
arb,AEG_US,BLACK
arb,IFNNY_US,BLACK
arb,ADYEY_US,BLACK
arb,PROSY_US,BLACK
arb,ELF_US,BLACK
arb,ADDYY_US,BLACK
arb,SIEGY_US,BLACK
arb,SHEL_US,BLACK
arb,PHG_US,BLACK
arb,MT_US,BLACK
arb,ABBNY_US,BLACK
arb,SAABY_US,BLACK
arb,ABBS,BLACK
arb,MSFT,BLACK
arb,SAABB,BLACK
arb,FBK,BLACK
arb,AMZN,BLACK
arb,GOOG,BLACK
arb,IBM,BLACK
arb,SPY,BLACK
arb,GAME,BLACK
arb,PPG_US,BLACK
arb,ACB_US,BLACK
arb,CGC_US,BLACK
arb,CRON_US,BLACK
arb,CRMI,BLACK
arb,GILD,BLACK
arb,KLAC,BLACK
arb,NKE,BLACK
arb,TSLA,BLACK
arb,AAPL,BLACK
arb,TLRY,BLACK
arb,ASMIY_US,BLACK
arb,VIX,BLACK
arb,ATUS_US,BLACK
arb,BABA_US,BLACK
arb,BB,BLACK
arb,NXPI_US,BLACK
arb,MSPX,AUS_STOCKS_US
arb,MSPX,BLACK
arb,AMD,BLACK
arb,MNDQ,BLACK
arb,MSPX2,BLACK
arb,AZNUS,BLACK
arb,ERICY,BLACK
arb,X_US,BLACK
arb,INTC,BLACK
arb,TSM_US,BLACK
arb,MU,BLACK
arb,LRCX,BLACK
arb,NVDA,BLACK
arb,AMAT,BLACK
arb,ASMLUS,BLACK
arb,EWZ,BLACK
arb,MSPX,BROADWAY
arb,SPX,BROADWAY
arb,MIN,DIVDELTA
arb,SMI,DIVDELTA
arb,PRX_D,DIVDELTA
arb,STLA_D,DIVDELTA
arb,HMI_D,DIVDELTA
arb,GOB_D,DIVDELTA
arb,CRI_D,DIVDELTA
arb,MHK,DIVDELTA
arb,MJP,DIVDELTA
arb,DMX,DIVDELTA
arb,RACE_D,DIVDELTA
arb,CAC,DIVDELTA
arb,DAXM,DIVDELTA
arb,ATF,DIVDELTA
arb,ATX,DIVDELTA
arb,SXEEDV,DIVDELTA
arb,FOX,DIVDELTA
arb,MNA,DIVDELTA
arb,SXESCE,DIVDELTA
arb,SLI,DIVDELTA
arb,SMIM,DIVDELTA
arb,FMEU,DIVDELTA
arb,FRDX,DIVDELTA
arb,SXPSCP,DIVDELTA
arb,TDX,DIVDELTA
arb,STXE,DIVDELTA
arb,MUS,DIVDELTA
arb,DAX,DIVDELTA
arb,ING3_D,DIVDELTA
arb,AH_D,DIVDELTA
arb,ELF_D,DIVDELTA
arb,AIRP_D,DIVDELTA
arb,ALV_D,DIVDELTA
arb,AMS_D,DIVDELTA
arb,ASML_D,DIVDELTA
arb,BAY_D,DIVDELTA
arb,BBVA_D,DIVDELTA
arb,BIT_D,DIVDELTA
arb,BMW_D,DIVDELTA
arb,SMIU,DIVDELTA
arb,SAF_D,DIVDELTA
arb,MEP,DIVDELTA
arb,SU_D,DIVDELTA
arb,VNA_D,DIVDELTA
arb,DTE_D,DIVDELTA
arb,ABIB_D,DIVDELTA
arb,ADS_D,DIVDELTA
arb,MEE,DIVDELTA
arb,MAU,DIVDELTA
arb,MGC,DIVDELTA
arb,MFP,DIVDELTA
arb,MFA,DIVDELTA
arb,MWO,DIVDELTA
arb,MWP,DIVDELTA
arb,MWN,DIVDELTA
arb,MXJ,DIVDELTA
arb,MCN,DIVDELTA
arb,MEM,DIVDELTA
arb,MEF,DIVDELTA
arb,MEN,DIVDELTA
arb,MEL,DIVDELTA
arb,MEA,DIVDELTA
arb,EI_D,DIVDELTA
arb,DCX_D,DIVDELTA
arb,DPW_D,DIVDELTA
arb,EAD_D,DIVDELTA
arb,ENI_D,DIVDELTA
arb,ENEL_D,DIVDELTA
arb,FRES_D,DIVDELTA
arb,FTE_D,DIVDELTA
arb,GSZ_D,DIVDELTA
arb,IBE_D,DIVDELTA
arb,ING_D,DIVDELTA
arb,LIN_D,DIVDELTA
arb,LOREAL_D,DIVDELTA
arb,MBG_D,DIVDELTA
arb,LVMH_D,DIVDELTA
arb,MUV2_D,DIVDELTA
arb,NOK_D,DIVDELTA
arb,PHIL_D,DIVDELTA
arb,PIN-PRIN_D,DIVDELTA
arb,SAP_D,DIVDELTA
arb,SIE_D,DIVDELTA
arb,SOC-GEN_D,DIVDELTA
arb,TEF_D,DIVDELTA
arb,UN_D,DIVDELTA
arb,VINCI_D,DIVDELTA
arb,VIVENDI_D,DIVDELTA
arb,VOW3_D,DIVDELTA
arb,DAXU,DIVDELTA
arb,FMED,DIVDELTA
arb,MDK,DIVDELTA
arb,BNP_D,DIVDELTA
arb,DAN_D,DIVDELTA
arb,DB1_D,DIVDELTA
arb,SAN_SM_D,DIVDELTA
arb,SAN-SYN_D,DIVDELTA
arb,ADY_D,DIVDELTA
arb,BAS_D,DIVDELTA
arb,AXAF_D,DIVDELTA
arb,PER_D,DIVDELTA
arb,IFX_D,DIVDELTA
arb,IXD_D,DIVDELTA
arb,NDB_D,DIVDELTA
arb,MSPX,DIVDELTA_US
arb,MMSX,DIVDELTA_US
arb,SPXQD,DIVDELTA_US
arb,SPXD,DIVDELTA_US
arb,SOFR,FIPROP_US_FAKEFIXED
arb,SOFR-MID,FIPROP_US_FAKEFIXED
arb,US10YR,JNR_FIPROP
arb,JGB,FIPROP_US
arb,SOFR,FIPROP_US
arb,SOFR-MID3,FIPROP_US
arb,SOFR-MID,FIPROP_US
arb,US10YR,FIPROP_US
arb,SOFR-MID2,FIPROP_US
arb,US5YR,FIXEDINCOME_US
arb,ULTRA,FIXEDINCOME_US
arb,US2YR,FIXEDINCOME_US
arb,USLONG,FIXEDINCOME_US
arb,US10YR,FIXEDINCOME_US
arb,NDX,INDEXPROP
arb,CAC,TEST_INDEXPROP
arb,EURIBOR,C_DESKS
arb,EURIBOR-MID2,JCPROP
arb,EURIBOR,JCPROP
arb,EURIBOR-MID,JCPROP
arb,EURIBOR-MID3,JCPROP
arb,SXEBANKS,INDEXPROP
arb,ESX,TEST_INDEXPROP
arb,IBOV-X,INDEXPROP
arb,MIBOV,INDEXPROP
arb,IBOV,INDEXPROP
arb,TTF,INDEXPROP_TTF
arb,HSBC_US,INDEXPROP
arb,OXY_US,INDEXPROP
arb,XME,INDEXPROP
arb,XRT,INDEXPROP
arb,PLATINUM,SSITS
arb,EURUSD,US_D1
arb,FEZ_US,INDEXPROP
arb,SVXY,INDEXPROP
arb,EURUSD,JCPROP
arb,NUE,INDEXPROP
arb,MSPX,TEST_INDEXPROP
arb,MSPX,US_D1
arb,AP,INDEXPROP
arb,XJO,INDEXPROP
arb,BABA1_US,JBARB
arb,BABA_HK,JBARB
arb,BABA_US,JBARB
arb,HSIX,JBARB
arb,HSCEIX,JBARB
arb,AM,JCPROP
arb,EZJ,MFM_PROP
arb,ICAG,MFM_PROP
arb,CINE_L,MFM_PROP
arb,RKLB_US,SSITS
arb,SXPOIL,SSITS
arb,SXPHLTH,SSITS
arb,SXPCONS,SSITS
arb,SXPTELCO,SSITS
arb,SXPBASIC,SSITS
arb,SXPPERS,SSITS
arb,SXPTRVL,SSITS
arb,SXPFOOD,SSITS
arb,SXPCHEM,SSITS
arb,SXPBANKS,SSITS
arb,SXPUTIL,SSITS
arb,FRN,SSITS
arb,NOEJ_DE,SSITS
arb,SAP,SSITS
arb,DB1,SSITS
arb,AUMV,SSITS
arb,FTK,SSITS
arb,VOS,SSITS
arb,KTN,SSITS
arb,WAC,SSITS
arb,VNA,SSITS
arb,LEGIM,SSITS
arb,TAGI,SSITS
arb,HOT,SSITS
arb,WACK,SSITS
arb,AUR,SSITS
arb,KGX,SSITS
arb,KBX,SSITS
arb,BC8G_DE,SSITS
arb,JUNG_P_DE,SSITS
arb,GBF,SSITS
arb,ENR,SSITS
arb,DBK,SSITS
arb,CBK,SSITS
arb,RHM,SSITS
arb,HAG,SSITS
arb,VOW3,SSITS
arb,DCX,SSITS
arb,DTG_GY,SSITS
arb,HEIG,SSITS
arb,LXS,SSITS
arb,BAS,SSITS
arb,EVK,SSITS
arb,SIE,SSITS
arb,OHB,SSITS
arb,BAY,SSITS
arb,TKMS_GY,SSITS
arb,SHEALTH,SSITS
arb,EOA,SSITS
arb,TUI,SSITS
arb,PSM,SSITS
arb,CON,SSITS
arb,IEM_LN,SSITS
arb,YACHT_IM,SSITS
arb,ULVR,SSITS
arb,NOKI,SSITS
arb,FCT_IM,SSITS
arb,SMIN,SSITS
arb,TRIG_LN,SSITS
arb,UKW_LN,SSITS
arb,QLINEABTA_SS,SSITS
arb,CPINV_BB,SSITS
arb,RCN_LN,SSITS
arb,BGS_LN,SSITS
arb,ULVR-X,SSITS
arb,TMICC,SSITS
arb,HANA_LN,SSITS
arb,COFFEEB_SS,SSITS
arb,NOBI_SS,SSITS
arb,HRI_LN,SSITS
arb,TFGS_LN,SSITS
arb,FG_SS,SSITS
arb,FARON_FH,SSITS
arb,SYNT_LN,SSITS
arb,KJELL_SS-R,SSITS
arb,KJELL_SS,SSITS
arb,NOBI_SS-R,SSITS
arb,ERA,SSITS
arb,ACAD_SS,SSITS
arb,PNN,SSITS
arb,UMG,SSITS
arb,BEGR_SS,SSITS
arb,VIP_LN,SSITS
arb,GIMB,SSITS
arb,PCA_LN,SSITS
arb,XSPRAY_SS-R,SSITS
arb,BEGR_SS-R,SSITS
arb,DATA_LN,SSITS
arb,UPM_FH,SSITS
arb,AVTX_NA,SSITS
arb,VWS,SSITS
arb,AC,SSITS
arb,ALO,SSITS
arb,XSPRAYBTA_SS,SSITS
arb,ORSTEDT-R,SSITS
arb,GAPW_SS-R,SSITS
arb,AVIO_IM-R,SSITS
arb,FR,SSITS
arb,FLATB_SS,MTBPROP
arb,NIBEB_SS,SSITS
arb,BAYWA-R,SSITS
arb,ALIV,SSITS
arb,AVIO_IM,SSITS
arb,SOFBB,SSITS
arb,XSPRAY_SS,SSITS
arb,ELUX,SSITS
arb,LVMH,SSITS
arb,WLN_FP,SSITS
arb,ASBF,SSITS
arb,PRY,SSITS
arb,UPM1V,SSITS
arb,ELI_BB-R,SSITS
arb,QLINEA_SS-W,SSITS
arb,RROS-R,SSITS
arb,STERV,SSITS
arb,CSN_LN,SSITS
arb,IG,SSITS
arb,EI,SSITS
arb,ELI,SSITS
arb,EUTL-R,SSITS
arb,DUST_SS,SSITS
arb,NOK,SSITS
arb,MINEST_SS,SSITS
arb,BLT,SSITS
arb,MFEA_IM,SSITS
arb,WDP,SSITS
arb,FRVIA,SSITS
arb,PHIL,SSITS
arb,TKA,SSITS
arb,GEOAAW_IM-W,SSITS
arb,OCN_LN,SSITS
arb,UMI,SSITS
arb,SESG,SSITS
arb,GLEN,SSITS
arb,RTZ,SSITS
arb,UC,SSITS
arb,GUARD,SSITS
arb,DE_SS-R,JCPROP
arb,DCC,SSITS
arb,PCELL,SSITS
arb,HEXAB,SSITS
arb,DSV,SSITS
arb,OVZON,SSITS
arb,EUTL,SSITS
arb,TCFP,SSITS
arb,VINCI,SSITS
arb,FGR,SSITS
arb,BZU_IM,SSITS
arb,ACRIA_SS-R,SSITS
arb,MINEST_SS-R,SSITS
arb,SOLT_SS,SSITS
arb,ACRIA_SS,SSITS
arb,SOLT_SS-R,SSITS
arb,SEIT_LN,SSITS
arb,SOLTBTA_SS,SSITS
arb,CAU_LN,SSITS
arb,GAPWBTAB_SS,SSITS
arb,GAPW_SS,SSITS
arb,AVTX_NA-R,SSITS
arb,HUW_LN,SSITS
arb,ACRIB_SS,SSITS
arb,ACRIB_SS-R,SSITS
arb,ACRIILA_SS,SSITS
arb,BEGRBTA_SS,SSITS
arb,RROSBTA,SSITS
arb,SOFBB-R,SSITS
arb,SYNC_LN,SSITS
arb,PDL_LN,SSITS
arb,QLINEATR_SS-R,SSITS
arb,ORSTED,SSITS
arb,SKFABB,SSITS
arb,ABBS,SSITS
arb,UTG_LN,SSITS
arb,HSX,SSITS
arb,NGG,SSITS
arb,TBCG_LN,SSITS
arb,OCI_AS,SSITS
arb,SCAB,SSITS
arb,DE_SS,JCPROP
arb,AHT,SSITS
arb,JMAT,SSITS
arb,DE_SS,SSITS
arb,GEOAAW_IM-R,SSITS
arb,TINC_BB,SSITS
arb,TINC_BB-R,SSITS
arb,FTSE250,SSITS
arb,EPRA,SSITS
arb,VISC_SS,SSITS
arb,FTSE,SSITS
arb,IG-R,SSITS
arb,ANG,SSITS
arb,AMS_SJ,SSITS
arb,IMP_SJ,SSITS
arb,NPH_SJ,SSITS
arb,HAN_LN,SSITS
arb,SS_SJ,SSITS
arb,ANG-X,SSITS
arb,SCAB_SS,SSITS
arb,FLATB_SS,SSITS
arb,DUSTBTA_SS,SSITS
arb,BMK,SSITS
arb,DE_SS-R,SSITS
arb,ANG_P,SSITS
arb,RROS,SSITS
arb,ELES_IM,SSITS
arb,SES_SS,SSITS
arb,CINT_SS,SSITS
arb,DUST_SS-R,SSITS
arb,FLATB_SS-R,SSITS
arb,CARR_LN,SSITS
arb,SES_SS-R,SSITS
arb,PNN-R,SSITS
arb,QLINEABT_SS-R,SSITS
arb,CINT_SS-R,SSITS
arb,CINTBTA_SS,SSITS
arb,CSN_LN-R,SSITS
arb,FLATB_SS,JCPROP
arb,DEBTA_SS,SSITS
arb,FLATBBTA_SS,SSITS
arb,DEBTA_SS,JCPROP
arb,JERONI,SSITS
arb,SSE,SSITS
arb,LDO_IM,SSITS
arb,GLPG_BR,SSITS
arb,QLINEA_SS-R,SSITS
arb,QLINEA_SS,SSITS
arb,GIMB_R,SSITS
arb,STENO,SSITS
arb,GEO_MI,SSITS
arb,ASMDEE_SS,SSITS
arb,UNIPER,SSITS
arb,VIVENDI-X,SSITS
arb,FINGB_ST,SSITS
arb,VIVENDI,SSITS
arb,BAYWA,SSITS
arb,CAN_LN,SSITS
arb,CAN_LN,JCPROP
arb,EMBRACB,SSITS
arb,HAVAS_NA,SSITS
arb,ALHG_FP,SSITS
arb,ES90,STOCKHEDGE
arb,STIR,STOCKHEDGE
arb,SONIA,STOCKHEDGE
arb,HEIJ,STOCKS_EUR4
arb,P911,STOCKS_EUR
arb,FB2A_GY,STOCKS_EUR4
arb,ABEA_GY,STOCKS_EUR4
arb,AMZ_GY,STOCKS_EUR4
arb,APC_GY,STOCKS_EUR4
arb,MSF_GY,STOCKS_EUR4
arb,NFC_GY,STOCKS_EUR4
arb,TL0_GY,STOCKS_EUR4
arb,CSG_NA,STOCKS_EUR4
arb,EZBANK,STOCKS_EUR
arb,FR,STOCKS_EUR4
arb,FUR,STOCKS_EUR4
arb,GEUR,STOCKS_EUR4
arb,GLPG_BR,STOCKS_EUR4
arb,AALB,STOCKS_EUR4
arb,AMG,STOCKS_EUR4
arb,APAM,STOCKS_EUR4
arb,ARCAD,STOCKS_EUR4
arb,BAMNB,STOCKS_EUR4
arb,BESI,STOCKS_EUR4
arb,BOKA,STOCKS_EUR4
arb,BRUN_AS,STOCKS_EUR4
arb,LI,STOCKS_EUR4
arb,NN_AS,STOCKS_EUR4
arb,ORDI,STOCKS_EUR4
arb,PLX,STOCKS_EUR4
arb,PRX_NA,STOCKS_EUR4
arb,PTNL,STOCKS_EUR4
arb,SW,STOCKS_EUR4
arb,SW-X,STOCKS_EUR4
arb,TCFP,STOCKS_EUR4
arb,WEHA,STOCKS_EUR4
arb,VPK,STOCKS_EUR4
arb,UBI,STOCKS_EUR4
arb,ASM,STOCKS_EUR4
arb,CPW,STOCKS_EUR4
arb,SXPESG,DIVDELTA
arb,SXEHLTH,DIVDELTA
arb,SXPUTIL,DIVDELTA
arb,SXECONS,DIVDELTA
arb,SXELCE,DIVDELTA
arb,SXPLCP,DIVDELTA
arb,SXEMCE,DIVDELTA
arb,SXEMCP,DIVDELTA
arb,SXPXXP,DIVDELTA
arb,SXPMCP,DIVDELTA
arb,SXPBANKS,DIVDELTA
arb,SXEAUTO,DIVDELTA
arb,SXEBANKS,DIVDELTA
arb,SXECHEM,DIVDELTA
arb,SXEOIL,DIVDELTA
arb,SXPBASIC,DIVDELTA
arb,SXERETL,DIVDELTA
arb,SXEPERS,DIVDELTA
arb,SXPMEDIA,DIVDELTA
arb,SXPREAL,DIVDELTA
arb,SXPCONS,DIVDELTA
arb,SXPINDU,DIVDELTA
arb,SXEINSUR,DIVDELTA
arb,SXPTECH,DIVDELTA
arb,SXEFOOD,DIVDELTA
arb,SXPRETL,DIVDELTA
arb,SXEFINS,DIVDELTA
arb,SXPPERS,DIVDELTA
arb,SXETRVL,DIVDELTA
arb,SXETELCO,DIVDELTA
arb,SXPINSUR,DIVDELTA
arb,SXPAUTO,DIVDELTA
arb,SXEUTIL,DIVDELTA
arb,SXPOIL,DIVDELTA
arb,SXEBASIC,DIVDELTA
arb,SXPFOOD,DIVDELTA
arb,SXPFINS,DIVDELTA
arb,SXEMEDIA,DIVDELTA
arb,SXPHLTH,DIVDELTA
arb,SXEREAL,DIVDELTA
arb,SXPTRVL,DIVDELTA
arb,SXEINDU,DIVDELTA
arb,SXETECH,DIVDELTA
arb,SXPTELCO,DIVDELTA
arb,SXPTOBAC,DIVDELTA
arb,SXEDRUG,DIVDELTA
arb,SXPDRUG,DIVDELTA
arb,SXEENRGY,DIVDELTA
arb,SXPENRGY,DIVDELTA
arb,SXECNSMR,DIVDELTA
arb,SXPCNSMR,DIVDELTA
arb,SXEXXE,DIVDELTA
arb,SXEXXP,DIVDELTA
arb,SXPCHEM,DIVDELTA
arb,SXETOBAC,DIVDELTA
arb,TLN_US,US_D1
arb,PUMP_US,US_D1
arb,D,US_D1
arb,POET_US,US_D1
arb,WYFI_US,US_D1
arb,FN_US,US_D1
arb,GDS_US,US_D1
arb,VNET_US,US_D1
arb,AKAM,US_D1
arb,ASM_US,US_D1
arb,FSM_US,US_D1
arb,MTA_US,US_D1
arb,COHU,US_D1
arb,AMKR,US_D1
arb,JPM,US_D1
arb,U_US,US_D1
arb,GFS_US,US_D1
arb,APP_US,US_D1
arb,AVAV_US,US_D1
arb,UMC_US,US_D1
arb,RMBS,US_D1
arb,SAP_US,US_D1
arb,ONTO_US,US_D1
arb,TRU_N,US_D1
arb,TE_US,US_D1
arb,CSIQ_US,US_D1
arb,B_US,US_D1
arb,ANGO,US_D1
arb,AG_US,US_D1
arb,USAS_US,US_D1
arb,VIAV_US,US_D1
arb,LBRT_US,US_D1
arb,COHR_US,US_D1
arb,FIX_US,US_D1
arb,JPM,MTBPROP
arb,LOGI,US_D1
arb,SERV_US,US_D1
arb,RR_US,US_D1
arb,MBLY_US,US_D1
arb,ALGM_US,US_D1
arb,ERO_US,US_D1
arb,TGB_US,US_D1
arb,FORM_US,US_D1
arb,ADSK,US_D1
arb,GETY_US,US_D1
arb,SSTK_US,US_D1
arb,WMT,US_D1
arb,CRSR,US_D1
arb,MNDY_US,US_D1
arb,FPS_US,US_D1
arb,MBLY_US,US_D1_OPT
arb,CLS,US_D1
arb,CDN,US_D1
arb,VRT,MTBPROP
arb,DUOL_US,US_D1
arb,TIC_US,US_D1
arb,TIC_US,MTBPROP
